BNFChapter, ChapterDesc, BNFSection, SectionDesc, BNFSubSection, SubSectionDesc, BNFChemical, ChemicalDesc
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403010,Tricyclic & Related Antidepressant Drugs                    ,0403010I0,Amineptine Hydrochloride                                    
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403010,Tricyclic & Related Antidepressant Drugs                    ,0403010J0,Dosulepin Hydrochloride                                     
4,Central Nervous System                  ,403.0,Antidepressant drugs                                        ,403010,Tricyclic and related antidepressant dru                    ,0403010L0,Doxepin                                                     
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403010,Tricyclic & Related Antidepressant Drugs                    ,0403010L0,Doxepin                                                     
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403010,Tricyclic & Related Antidepressant Drugs                    ,0403010N0,Imipramine Hydrochloride                                    
4,Central Nervous System                  ,403.0,Antidepressant drugs                                        ,403010,Tricyclic and related antidepressant dru                    ,0403010N0,Imipramine hydrochloride                                    
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403010,Tricyclic & Related Antidepressant Drugs                    ,0403010P0,Nomifensine Hydrogen Maleate                                
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403010,Tricyclic & Related Antidepressant Drugs                    ,0403010Q0,Iprindole                                                   
4,Central Nervous System                  ,403.0,Antidepressant drugs                                        ,403010,Tricyclic and related antidepressant dru                    ,0403010R0,Lofepramine hydrochloride                                   
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403010,Tricyclic & Related Antidepressant Drugs                    ,0403010R0,Lofepramine Hydrochloride                                   
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403010,Tricyclic & Related Antidepressant Drugs                    ,0403010S0,Maprotiline Hydrochloride                                   
4,Central Nervous System                  ,403.0,Antidepressant drugs                                        ,403010,Tricyclic and related antidepressant dru                    ,0403010T0,Mianserin hydrochloride                                     
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403010,Tricyclic & Related Antidepressant Drugs                    ,0403010T0,Mianserin Hydrochloride                                     
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403010,Tricyclic & Related Antidepressant Drugs                    ,0403010V0,Nortriptyline                                               
4,Central Nervous System                  ,403.0,Antidepressant drugs                                        ,403010,Tricyclic and related antidepressant dru                    ,0403010V0,Nortriptyline                                               
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403010,Tricyclic & Related Antidepressant Drugs                    ,0403010W0,Protriptyline Hydrochloride                                 
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403010,Tricyclic & Related Antidepressant Drugs                    ,0403010X0,Trazodone Hydrochloride                                     
4,Central Nervous System                  ,403.0,Antidepressant drugs                                        ,403010,Tricyclic and related antidepressant dru                    ,0403010X0,Trazodone hydrochloride                                     
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403010,Tricyclic & Related Antidepressant Drugs                    ,0403010Y0,Trimipramine Maleate                                        
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403010,Tricyclic & Related Antidepressant Drugs                    ,0403010Z0,Viloxazine Hydrochloride                                    
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403020,Monoamine-Oxidase Inhibitors (Maois)                        ,0403020C0,Iproniazid                                                  
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403020,Monoamine-Oxidase Inhibitors (Maois)                        ,0403020H0,Isocarboxazid                                               
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403020,Monoamine-Oxidase Inhibitors (Maois)                        ,0403020K0,Moclobemide                                                 
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403020,Monoamine-Oxidase Inhibitors (Maois)                        ,0403020M0,Phenelzine Sulfate                                          
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403020,Monoamine-Oxidase Inhibitors (Maois)                        ,0403020M0,Phenelzine Sulphate                                         
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403020,Monoamine-Oxidase Inhibitors (Maois)                        ,0403020Q0,Tranylcypromine Sulfate                                     
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403020,Monoamine-Oxidase Inhibitors (Maois)                        ,0403020Q0,Tranylcypromine Sulphate                                    
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403030,Selective Serotonin Re-Uptake Inhibitors                    ,0403030D0,Citalopram Hydrobromide                                     
4,Central Nervous System                  ,403.0,Antidepressant drugs                                        ,403030,Selective serotonin re-uptake inhibitors                    ,0403030E0,Fluoxetine hydrochloride                                    
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403030,Selective Serotonin Re-Uptake Inhibitors                    ,0403030L0,Fluvoxamine Maleate                                         
4,Central Nervous System                  ,403.0,Antidepressant drugs                                        ,403030,Selective serotonin re-uptake inhibitors                    ,0403030P0,Paroxetine hydrochloride                                    
4,Central Nervous System                  ,403.0,Antidepressant drugs                                        ,403030,Selective serotonin re-uptake inhibitors                    ,0403030Q0,Sertraline hydrochloride                                    
4,Central Nervous System                  ,403.0,Antidepressant drugs                                        ,403030,Selective serotonin re-uptake inhibitors                    ,0403030X0,Escitalopram                                                
4,Central Nervous System                  ,403.0,Antidepressant drugs                                        ,403030,Selective serotonin re-uptake inhibitors                    ,0403030Z0,Citalopram hydrochloride                                    
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403040,Other Antidepressant Drugs                                  ,040304000,Other Antidepressant Preps                                  
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403040,Other Antidepressant Drugs                                  ,040304000,Other Preparations                                          
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403040,Other Antidepressant Drugs                                  ,0403040AA,Levomilnacipran                                             
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403040,Other Antidepressant Drugs                                  ,0403040AB,Vortioxetine                                                
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403040,Other Antidepressant Drugs                                  ,0403040B0,Bupropion Hydrochloride                                     
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403040,Other Antidepressant Drugs                                  ,0403040F0,Flupentixol Hydrochloride                                   
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403040,Other Antidepressant Drugs                                  ,0403040M0,5-Hydroxytryptophan                                         
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403040,Other Antidepressant Drugs                                  ,0403040N0,Minaprine Hydrochloride                                     
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403040,Other Antidepressant Drugs                                  ,0403040R0,Oxitriptan                                                  
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403040,Other Antidepressant Drugs                                  ,0403040S0,Tryptophan                                                  
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403040,Other Antidepressant Drugs                                  ,0403040T0,Nefazodone Hydrochloride                                    
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403040,Other Antidepressant Drugs                                  ,0403040U0,Reboxetine                                                  
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403040,Other Antidepressant Drugs                                  ,0403040W0,Venlafaxine                                                 
4,Central Nervous System,403.0,Antidepressant Drugs,403040,Other Anti Depressant Drugs,0403040W0,Venlafaxine
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403040,Other Antidepressant Drugs                                  ,0403040X0,Mirtazapine                                                 
4,Central Nervous System                  ,403.0,Antidepressant drugs                                        ,403040,Other antidepressant drugs                                  ,0403040Y0,Duloxetine hydrochloride                                    
4,Central Nervous System                  ,403.0,Antidepressant Drugs                                        ,403040,Other Antidepressant Drugs                                  ,0403040Z0,Agomelatine                                                 
4,Central Nervous System                  ,404.0,Central Nervous System Stimulants                           ,404000,Central Nervous System Stimulants                           ,0404000A0,Amfetamine Sulphate                                         
4,Central Nervous System                  ,404.0,CNS Stimulants and drugs used for ADHD                      ,404000,CNS Stimulants and drugs used for ADHD                      ,0404000D0,Caffeine                                                    
4,Central Nervous System                  ,404.0,Central Nervous System Stimulants                           ,404000,Central Nervous System Stimulants                           ,0404000D0,Caffeine                                                    
4,Central Nervous System                  ,404.0,CNS Stimulants and drugs used for ADHD                      ,404000,CNS Stimulants and drugs used for ADHD                      ,0404000E0,Caffeine Citrate                                            
4,Central Nervous System                  ,404.0,Central Nervous System Stimulants                           ,404000,Central Nervous System Stimulants                           ,0404000E0,Caffeine Citrate                                            
4,Central Nervous System                  ,404.0,CNS Stimulants and other drugs for ADHD                     ,404000,CNS Stimulants and other drugs for ADHD                     ,0404000E0,Caffeine Citrate                                            
4,Central Nervous System                  ,404.0,Central Nervous System Stimulants                           ,404000,Central Nervous System Stimulants                           ,0404000G0,Deanol                                                      
4,Central Nervous System                  ,404.0,CNS Stimulants and other drugs for ADHD                     ,404000,CNS Stimulants and other drugs for ADHD                     ,0404000G0,Deanol                                                      
4,Central Nervous System                  ,404.0,CNS Stimulants and other drugs for ADHD                     ,404000,CNS Stimulants and other drugs for ADHD                     ,0404000L0,Dexamfetamine Sulphate                                      
4,Central Nervous System                  ,404.0,CNS Stimulants and drugs used for ADHD                      ,404000,CNS Stimulants and drugs used for ADHD                      ,0404000L0,Dexamfetamine Sulfate                                       
4,Central Nervous System                  ,404.0,Central Nervous System Stimulants                           ,404000,Central Nervous System Stimulants                           ,0404000L0,Dexamfetamine Sulphate                                      
4,Central Nervous System                  ,404.0,CNS Stimulants and drugs used for ADHD                      ,404000,CNS Stimulants and drugs used for ADHD                      ,0404000L0,Dexamfetamine Sulphate                                      
4,Central Nervous System                  ,404.0,Central Nervous System Stimulants                           ,404000,Central Nervous System Stimulants                           ,0404000M0,Methylphenidate Hydrochloride                               
4,Central Nervous System                  ,404.0,CNS Stimulants and other drugs for ADHD                     ,404000,CNS Stimulants and other drugs for ADHD                     ,0404000M0,Methylphenidate Hydrochloride                               
4,Central Nervous System                  ,404.0,CNS Stimulants and drugs used for ADHD                      ,404000,CNS Stimulants and drugs used for ADHD                      ,0404000M0,Methylphenidate Hydrochloride                               
4,Central Nervous System                  ,404.0,Central Nervous System Stimulants                           ,404000,Central Nervous System Stimulants                           ,0404000N0,Methylamfetamine Hydrochloride                              
4,Central Nervous System                  ,404.0,CNS Stimulants and other drugs for ADHD                     ,404000,CNS Stimulants and other drugs for ADHD                     ,0404000N0,Methylamfetamine Hydrochloride                              
4,Central Nervous System                  ,404.0,Central Nervous System Stimulants                           ,404000,Central Nervous System Stimulants                           ,0404000P0,Pemoline                                                    
4,Central Nervous System                  ,404.0,Central Nervous System Stimulants                           ,404000,Central Nervous System Stimulants                           ,0404000R0,Modafinil                                                   
4,Central Nervous System                  ,404.0,CNS Stimulants and other drugs for ADHD                     ,404000,CNS Stimulants and other drugs for ADHD                     ,0404000R0,Modafinil                                                   
4,Central Nervous System                  ,404.0,CNS Stimulants and drugs used for ADHD                      ,404000,CNS Stimulants and drugs used for ADHD                      ,0404000R0,Modafinil                                                   
4,Central Nervous System                  ,404.0,Central Nervous System Stimulants                           ,404000,Central Nervous System Stimulants                           ,0404000S0,Atomoxetine Hydrochloride                                   
4,Central Nervous System                  ,404.0,CNS stimulants and drugs used for ADHD                      ,404000,CNS stimulants and drugs used for ADHD                      ,0404000S0,Atomoxetine hydrochloride                                   
4,Central Nervous System                  ,404.0,CNS Stimulants and drugs used for ADHD                      ,404000,CNS Stimulants and drugs used for ADHD                      ,0404000T0,Dexmethylphenidate Hydrochloride                            
4,Central Nervous System                  ,404.0,CNS Stimulants and drugs used for ADHD                      ,404000,CNS Stimulants and drugs used for ADHD                      ,0404000U0,Lisdexamfetamine Dimesylate                                 
4,Central Nervous System                  ,404.0,CNS Stimulants and drugs used for ADHD                      ,404000,CNS Stimulants and drugs used for ADHD                      ,0404000V0,Guanfacine                                                  
4,Central Nervous System                  ,404.0,CNS Stimulants and drugs used for ADHD                      ,404000,CNS Stimulants and drugs used for ADHD                      ,0404000W0,CNS Stimulants and drugs used for ADHD                      
4,Central Nervous System                  ,405.0,Drugs used in the Treatment of Obesity                      ,405010,Gastro-Intestinal Anti-Obesity Drugs                        ,0405010M0,Methylcellulose                                             
4,Central Nervous System                  ,405.0,Obesity                                                     ,405010,Gastro-Intestinal Anti-Obesity Drugs                        ,0405010P0,Orlistat                                                    
4,Central Nervous System                  ,405.0,Drugs used in the Treatment of Obesity                      ,405010,Gastro-Intestinal Anti-Obesity Drugs                        ,0405010P0,Orlistat                                                    
4,Central Nervous System                  ,405.0,Drugs used in the Treatment of Obesity                      ,405010,Gastro-Intestinal Anti-Obesity Drugs                        ,0405010S0,Sterculia                                                   
4,Central Nervous System                  ,405.0,Obesity                                                     ,405010,Gastro-Intestinal Anti-Obesity Drugs                        ,0405010T0,Naltrexone/Bupropion                                        
4,Central Nervous System                  ,405.0,Drugs used in the Treatment of Obesity                      ,405020,Centrally-Acting Appetite Suppressants                      ,0405020D0,Dexfenfluramine Hydrochloride                               
4,Central Nervous System                  ,405.0,Drugs used in the Treatment of Obesity                      ,405020,Centrally-Acting Appetite Suppressants                      ,0405020E0,Diethylpropion Hydrochloride                                
4,Central Nervous System                  ,405.0,Drugs used in the Treatment of Obesity                      ,405020,Centrally-Acting Appetite Suppressants                      ,0405020I0,Fenfluramine Hydrochloride                                  
4,Central Nervous System                  ,405.0,Drugs used in the Treatment of Obesity                      ,405020,Centrally-Acting Appetite Suppressants                      ,0405020N0,Mazindol                                                    
4,Central Nervous System                  ,405.0,Drugs used in the Treatment of Obesity                      ,405020,Centrally-Acting Appetite Suppressants                      ,0405020R0,Phentermine                                                 
4,Central Nervous System                  ,405.0,Drugs used in the Treatment of Obesity                      ,405020,Centrally-Acting Appetite Suppressants                      ,0405020S0,Sibutramine                                                 
4,Central Nervous System                  ,405.0,Drugs used in the Treatment of Obesity                      ,405020,Centrally-Acting Appetite Suppressants                      ,0405020T0,Rimonabant                                                  
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,040600000,Other Preparations                                          
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000A0,Hyoscine                                                    
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000AA,Doxylamine Succinate/Pyridoxine HCl                         
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000AB,Palonosetron Hydrochloride                                  
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000AC,Drugs Used In Nausea And Vertigo                            
4,Central Nervous System                  ,406.0,Drugs used in nausea and vertigo                            ,406000,Drugs used in nausea and vertigo                            ,0406000AD,Aprepitant                                                  
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000AE,Fosaprepitant                                               
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000AF,Granisetron                                                 
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000AG,Netupitant/Palonosetron Hcl                                 
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000AH,Drugs Used In Nausea And Vertigo                            
4,Central Nervous System                  ,406.0,Drugs used in nausea and vertigo                            ,406000,Drugs used in nausea and vertigo                            ,0406000B0,Betahistine hydrochloride                                   
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000C0,Buclizine Hydrochloride                                     
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000D0,Cinnarizine                                                 
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000E0,Flunarizine Dihydroch                                       
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000E0,Flunarizine Hydrochloride                                   
4,Central Nervous System                  ,406.0,Drugs used in nausea and vertigo                            ,406000,Drugs used in nausea and vertigo                            ,0406000F0,Cyclizine hydrochloride                                     
4,Central Nervous System                  ,406.0,Drugs used in nausea and vertigo                            ,406000,Drugs used in nausea and vertigo                            ,0406000G0,Cyclizine lactate                                           
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000H0,Dimenhydrinate                                              
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000I0,Difenidol Hydrochloride                                     
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000J0,Domperidone                                                 
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000L0,Hyoscine Hydrobromide                                       
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000M0,Granisetron Hydrochloride                                   
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000N0,Meclozine Hydrochloride                                     
4,Central Nervous System                  ,406.0,Drugs used in nausea and vertigo                            ,406000,Drugs used in nausea and vertigo                            ,0406000P0,Metoclopramide hydrochloride                                
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000Q0,Ginger                                                      
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000R0,Nabilone                                                    
4,Central Nervous System                  ,406.0,Drugs used in nausea and vertigo                            ,406000,Drugs used in nausea and vertigo                            ,0406000S0,Ondansetron hydrochloride                                   
4,Central Nervous System                  ,406.0,Drugs used in nausea and vertigo                            ,406000,Drugs used in nausea and vertigo                            ,0406000T0,Prochlorperazine maleate                                    
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000U0,Prochlorperazine Mesilate                                   
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000V0,Promethazine Teoclate                                       
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000W0,Ketamine Hydrochloride                                      
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000W0,Ketamine                                                    
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000X0,Thiethylperazine Maleate                                    
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000Y0,Tropisetron                                                 
4,Central Nervous System                  ,406.0,Drugs Used In Nausea And Vertigo                            ,406000,Drugs Used In Nausea And Vertigo                            ,0406000Z0,Dolasetron Mesilate                                         
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics And Compound Prep                     ,040701000,Other Non-Opioid Analgesic Preps                            
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,040701000,Other Preparations                                          
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,040701010,Lysine Aspirin                                              
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,040701020,Co-Methiamol (Methionine/Paracetamol)                       
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010A0,Aspirin & Papaveretum                                       
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics And Compound Prep                     ,0407010AA,Aspirin & Caffeine                                          
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010AA,Aspirin & Caffeine                                          
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010AB,Paracetamol & Phenylephrine HCl                             
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics And Compound Prep                     ,0407010AB,Paracetamol & Phenylephrine HCl                             
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010AD,Paracetamol & Ibuprofen                                     
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics And Compound Prep                     ,0407010AD,Paracetamol & Ibuprofen                                     
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics And Compound Prep                     ,0407010B0,Aspirin                                                     
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-opioid analgesics and compound prepa                    ,0407010B0,Aspirin                                                     
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010B0,Aspirin                                                     
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010D0,Dipyrone Sodium                                             
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010F0,Co-Codamol (Codeine Phos/Paracetamol)                       
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics And Compound Prep                     ,0407010F0,Co-Codamol (Codeine Phos/Paracetamol)                       
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-opioid analgesics and compound prepa                    ,0407010F0,Co-codamol (Codeine phosphate/paracetamo                    
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics And Compound Prep                     ,0407010H0,Paracetamol                                                 
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-opioid analgesics and compound prepa                    ,0407010H0,Paracetamol                                                 
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010H0,Paracetamol                                                 
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010J0,Phenazone                                                   
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010K0,Phenol                                                      
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics And Compound Prep                     ,0407010M0,Co-Codaprin (Codeine Phos/Aspirin)                          
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010M0,Co-Codaprin (Codeine Phos/Aspirin)                          
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-opioid analgesics and compound prepa                    ,0407010N0,Co-dydramol (Dihydrocodeine/paracetamol)                    
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010N0,Co-Dydramol (Dihydrocodeine/Paracet)                        
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics And Compound Prep                     ,0407010N0,Co-Dydramol (Dihydrocodeine/Paracet)                        
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics And Compound Prep                     ,0407010P0,Nefopam Hydrochloride                                       
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-opioid analgesics and compound prepa                    ,0407010P0,Nefopam hydrochloride                                       
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010P0,Nefopam Hydrochloride                                       
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics And Compound Prep                     ,0407010Q0,Co-Proxamol (Dextroprop HCl/Paracet)                        
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010Q0,Co-Proxamol (Dextroprop HCl/Paracet)                        
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010R0,Aspirin Phenacetin & Codeine(Codeine Co)                    
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010S0,Aspirin & Paracetamol                                       
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010T0,Aspirin Paracetamol & Codeine                               
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010U0,Paracetamol & Caffeine                                      
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics And Compound Prep                     ,0407010U0,Paracetamol & Caffeine                                      
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010V0,Paracetamol & Codeine Phosphate                             
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics And Compound Prep                     ,0407010W0,Aspirin Combined Preparations                               
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010W0,Aspirin Combined Preparations                               
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics And Compound Prep                     ,0407010X0,Paracetamol Combined Preparations                           
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010X0,Paracetamol Combined Preparations                           
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-opioid analgesics and compound prepa                    ,0407010X0,Paracetamol combined preparations                           
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010Y0,Ibuprofen                                                   
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407010,Non-Opioid Analgesics                                       ,0407010Z0,Aloxiprin                                                   
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407020,Opioid Analgesics                                           ,040702010,Morphine Anhydrous                                          
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407020,Opioid Analgesics                                           ,040702020,Morphine Tartrate & Cyclizine Tartrate                      
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407020,Opioid Analgesics                                           ,040702040,Tramadol Hydrochloride                                      
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407020,Opioid Analgesics                                           ,040702050,Hydromorphone Hydrochloride                                 
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407020,Opioid Analgesics                                           ,0407020A0,Fentanyl                                                    
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407020,Opioid Analgesics                                           ,0407020AA,Butorphanol Tartrate                                        
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407020,Opioid Analgesics                                           ,0407020AB,Papaveretum                                                 
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407020,Opioid Analgesics                                           ,0407020AC,Phenoperidine Hydrochloride                                 
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407020,Opioid analgesics                                           ,0407020AD,Oxycodone hydrochloride                                     
4,Central Nervous System                  ,407.0,Analgesics                                                  ,407020,Opioid Analgesics                                           ,0407020AE,Diamorphine Hydrochloride (Top)                             
